sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Grain,corn,2015,2015/16,detail position,lining,4782.22,4782.22,4782.22,4782.22,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,lining,24866.14,24866.14,24866.14,24866.14,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,losses,794.14,794.14,794.14,794.14,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,losses,23.54,23.54,23.54,23.54,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,losses,117.49,117.49,117.49,117.49,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,losses,324.52,324.52,324.52,324.52,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,losses,21.68,21.68,21.68,21.68,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,losses,78.85,78.85,78.85,78.85,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,losses,147.92,147.92,147.92,147.92,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,losses,1509.31,1509.31,1509.31,1509.31,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,Industrial Usage ,1444.51,1444.51,1444.51,1444.51,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,Industrial Usage ,27.24,27.24,27.24,27.24,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,Industrial Usage ,1842.89,1842.89,1842.89,1842.89,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,Industrial Usage ,21.77,21.77,21.77,21.77,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,Industrial Usage ,556.64,556.64,556.64,556.64,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,Industrial Usage ,3893.05,3893.05,3893.05,3893.05,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,Industrial Usage ,1938.07,1938.07,1938.07,1938.07,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,Industrial Usage ,661.46,661.46,661.46,661.46,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,Industrial Usage ,795.82,795.82,795.82,795.82,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,Industrial Usage ,32.39,32.39,32.39,32.39,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,Industrial Usage ,454.67,454.67,454.67,454.67,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,Industrial Usage ,378.24,378.24,378.24,378.24,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,Industrial Usage ,4260.65,4260.65,4260.65,4260.65,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,consumption,5608.81,5608.81,5608.81,5608.81,1 000 tons,grain value
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,consumption,1060.81,1060.81,1060.81,1060.81,1 000 tons,grain value
Vegetable products,Grain,rye,2015,2015/16,detail position,consumption,694.52,694.52,694.52,694.52,1 000 tons,grain value
Vegetable products,Grain,barley,2015,2015/16,detail position,consumption,20.47,20.47,20.47,20.47,1 000 tons,grain value
Vegetable products,Grain,oats,2015,2015/16,detail position,consumption,292.65,292.65,292.65,292.65,1 000 tons,grain value
Vegetable products,Grain,triticale,2015,2015/16,detail position,consumption,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2015,2015/16,detail position,consumption,258.7,258.7,258.7,258.7,1 000 tons,grain value
Vegetable products,Grain,grain total,2015,2015/16,detail position,consumption,7953.69,7953.69,7953.69,7953.69,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,consumption in kg per capita,68.25,68.25,68.25,68.25,kilogram,grain value
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,consumption in kg per capita,12.91,12.91,12.91,12.91,kilogram,grain value
Vegetable products,Grain,rye,2015,2015/16,detail position,consumption in kg per capita,8.45,8.45,8.45,8.45,kilogram,grain value
Vegetable products,Grain,barley,2015,2015/16,detail position,consumption in kg per capita,0.25,0.25,0.25,0.25,1 000 tons,grain value
Vegetable products,Grain,oats,2015,2015/16,detail position,consumption in kg per capita,3.56,3.56,3.56,3.56,1 000 tons,grain value
Vegetable products,Grain,triticale,2015,2015/16,detail position,consumption in kg per capita,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2015,2015/16,detail position,consumption in kg per capita,3.15,3.15,3.15,3.15,kilogram,grain value
Vegetable products,Grain,grain total,2015,2015/16,detail position,consumption in kg per capita,96.79,96.79,96.79,96.79,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,food consumption % yield,80.23,80.23,80.23,80.23,%,
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,food consumption % yield,78.08,78.08,78.08,78.08,%,
Vegetable products,Grain,rye,2015,2015/16,detail position,food consumption % yield,89.61,89.61,89.61,89.61,%,
Vegetable products,Grain,barley,2015,2015/16,detail position,food consumption % yield,78.84,78.84,78.84,78.84,%,
Vegetable products,Grain,oats,2015,2015/16,detail position,food consumption % yield,76.79,76.79,76.79,76.79,%,
Vegetable products,Grain,triticale,2015,2015/16,detail position,food consumption % yield,0,0,0,0,%,
Vegetable products,Grain,corn,2015,2015/16,detail position,food consumption % yield,77.41,77.41,77.41,77.41,%,
Vegetable products,Grain,grain total,2015,2015/16,detail position,food consumption % yield,80.54,80.54,80.54,80.54,%,
Vegetable products,Grain,soft wheat,2015,2015/16,consumption,consumption,4499.75,4499.75,4499.75,4499.75,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,consumption,consumption,828.27,828.27,828.27,828.27,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,consumption,consumption,622.38,622.38,622.38,622.38,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,consumption,consumption,16.14,16.14,16.14,16.14,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,consumption,consumption,224.73,224.73,224.73,224.73,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,consumption,consumption,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,consumption,consumption,200.25,200.25,200.25,200.25,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,consumption,consumption,6405.69,6405.69,6405.69,6405.69,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,consumption per head,consumption in kg per capita,54.76,54.76,54.76,54.76,kilogram,flour value
Vegetable products,Grain,durum wheat,2015,2015/16,consumption per head,consumption in kg per capita,10.08,10.08,10.08,10.08,kilogram,flour value
Vegetable products,Grain,rye,2015,2015/16,consumption per head,consumption in kg per capita,7.57,7.57,7.57,7.57,kilogram,flour value
Vegetable products,Grain,barley,2015,2015/16,consumption per head,consumption in kg per capita,0.2,0.2,0.2,0.2,kilogram,flour value
Vegetable products,Grain,oats,2015,2015/16,consumption per head,consumption in kg per capita,2.73,2.73,2.73,2.73,kilogram,flour value
Vegetable products,Grain,triticale,2015,2015/16,consumption per head,consumption in kg per capita,0,0,0,0,kilogram,flour value
Vegetable products,Grain,corn,2015,2015/16,consumption per head,consumption in kg per capita,2.44,2.44,2.44,2.44,kilogram,flour value
Vegetable products,Grain,grain total,2015,2015/16,consumption per head,consumption in kg per capita,77.95,77.95,77.95,77.95,kilogram,flour value
Vegetable products,Grain,soft wheat,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,140.01,140.01,140.01,140.01,%,
Vegetable products,Grain,durum wheat,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,7.91,7.91,7.91,7.91,%,
Vegetable products,Grain,rye,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,95,95,95,95,%,
Vegetable products,Grain,barley,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,120.91,120.91,120.91,120.91,%,
Vegetable products,Grain,oats,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,68.14,68.14,68.14,68.14,%,
Vegetable products,Grain,triticale,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,85.75,85.75,85.75,85.75,%,
Vegetable products,Grain,corn,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,64.23,64.23,64.23,64.23,%,
Vegetable products,Grain,grain total,2015,2015/16,degree of self-sufficiency,degree of self-sufficiency in %,112.37,112.37,112.37,112.37,%,
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,domestically produced feed,8566.18,8566.18,8566.18,8566.18,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,domestically produced feed,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,domestically produced feed,2120.98,2120.98,2120.98,2120.98,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,domestically produced feed,6388.11,6388.11,6388.11,6388.11,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,domestically produced feed,556.95,556.95,556.95,556.95,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,domestically produced feed,2412.09,2412.09,2412.09,2412.09,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,domestically produced feed,4782.22,4782.22,4782.22,4782.22,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,domestically produced feed,24866.14,24866.14,24866.14,24866.14,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,import,-155.52,155.52,-155.52,155.52,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,import,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,import,252.65,252.65,252.65,252.65,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,import,-2282.48,2282.48,-2282.48,2282.48,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,import,34.4,34.4,34.4,34.4,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,import,329.68,329.68,329.68,329.68,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,import,1422.07,1422.07,1422.07,1422.07,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,import,-361.69,361.69,-361.69,361.69,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,Industrial Usage ,704.66,704.66,704.66,704.66,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,Industrial Usage ,508.56,508.56,508.56,508.56,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,Industrial Usage ,203.3,203.3,203.3,203.3,,
Vegetable products,Grain,oats,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,Industrial Usage ,342.5,342.5,342.5,342.5,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,Industrial Usage ,197.29,197.29,197.29,197.29,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,Industrial Usage ,1956.31,1956.31,1956.31,1956.31,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,Industrial Usage ,1120.26,1120.26,1120.26,1120.26,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,Industrial Usage ,532.79,532.79,532.79,532.79,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,Industrial Usage ,1653.05,1653.05,1653.05,1653.05,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2015,2015/16,detail position,Industrial Usage ,189.05,189.05,189.05,189.05,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2015,2015/16,detail position,Industrial Usage ,0.35,0.35,0.35,0.35,1 000 tons,product weight
Vegetable products,Grain,barley,2015,2015/16,detail position,Industrial Usage ,1835.91,1835.91,1835.91,1835.91,1 000 tons,product weight
Vegetable products,Grain,oats,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2015,2015/16,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,grain total,2015,2015/16,detail position,Industrial Usage ,2025.31,2025.31,2025.31,2025.31,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,production,domestically produced feed,24329.2,24329.2,24329.2,24329.2,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,production,domestically produced feed,134.6,134.6,134.6,134.6,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,production,domestically produced feed,3173.8,3173.8,3173.8,3173.8,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,production,domestically produced feed,10730.5,10730.5,10730.5,10730.5,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,production,domestically produced feed,581.2,581.2,581.2,581.2,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,production,domestically produced feed,2397.3,2397.3,2397.3,2397.3,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,production,domestically produced feed,4017.8,4017.8,4017.8,4017.8,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,production,domestically produced feed,45364.6,45364.6,45364.6,45364.6,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,opening inventory,opening inventory,5101.96,5101.96,5101.96,5101.96,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,opening inventory,opening inventory,87.94,87.94,87.94,87.94,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,opening inventory,opening inventory,671.75,671.75,671.75,671.75,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,opening inventory,opening inventory,2063.7,2063.7,2063.7,2063.7,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,opening inventory,opening inventory,221.29,221.29,221.29,221.29,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,opening inventory,opening inventory,229.73,229.73,229.73,229.73,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,opening inventory,opening inventory,1007.37,1007.37,1007.37,1007.37,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,opening inventory,opening inventory,9384.67,9384.67,9384.67,9384.67,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,ending stock,ending stock,3649.36,3649.36,3649.36,3649.36,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,ending stock,ending stock,108.52,108.52,108.52,108.52,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,ending stock,ending stock,433.07,433.07,433.07,433.07,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,ending stock,ending stock,1441.34,1441.34,1441.34,1441.34,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,ending stock,ending stock,219.05,219.05,219.05,219.05,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,ending stock,ending stock,173.09,173.09,173.09,173.09,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,ending stock,ending stock,790.31,790.31,790.31,790.31,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,ending stock,ending stock,6816.76,6816.76,6816.76,6816.76,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,import,import,5685.24,5685.24,5685.24,5685.24,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,import,import,1204.07,1204.07,1204.07,1204.07,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,import,import,272.8,272.8,272.8,272.8,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,import,import,1556.7,1556.7,1556.7,1556.7,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,import,import,527.01,527.01,527.01,527.01,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,import,import,253.27,253.27,253.27,253.27,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,import,import,2935.12,2935.12,2935.12,2935.12,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,import,import,12552.5,12552.5,12552.5,12552.5,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,export,export,12780.45,12780.45,12780.45,12780.45,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,export,export,219.97,219.97,219.97,219.97,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,export,export,262.57,262.57,262.57,262.57,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,export,export,3319.13,3319.13,3319.13,3319.13,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,export,export,261.19,261.19,261.19,261.19,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,export,export,103.9,103.9,103.9,103.9,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,export,export,868.1,868.1,868.1,868.1,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,export,export,17911.35,17911.35,17911.35,17911.35,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,total domestic use,18686.6,18686.6,18686.6,18686.6,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,total domestic use,1098.12,1098.12,1098.12,1098.12,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,total domestic use,3422.71,3422.71,3422.71,3422.71,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,total domestic use,9590.43,9590.43,9590.43,9590.43,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,total domestic use,849.26,849.26,849.26,849.26,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,total domestic use,2603.31,2603.31,2603.31,2603.31,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,total domestic use,6301.88,6301.88,6301.88,6301.88,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,total domestic use,42573.66,42573.66,42573.66,42573.66,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,seed,540.55,540.55,540.55,540.55,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,seed,5.93,5.93,5.93,5.93,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,seed,39.22,39.22,39.22,39.22,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,seed,244.36,244.36,244.36,244.36,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,seed,19.96,19.96,19.96,19.96,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,seed,61.86,61.86,61.86,61.86,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,seed,61.47,61.47,61.47,61.47,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,seed,973.34,973.34,973.34,973.34,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,lining,8581.58,8581.58,8581.58,8581.58,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,lining,13.17,13.17,13.17,13.17,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,lining,2043.67,2043.67,2043.67,2043.67,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,lining,6692.88,6692.88,6692.88,6692.88,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,lining,397.07,397.07,397.07,397.07,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,lining,2029.65,2029.65,2029.65,2029.65,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,lining,4948.88,4948.88,4948.88,4948.88,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,lining,24708.46,24708.46,24708.46,24708.46,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,losses,753.22,753.22,753.22,753.22,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,losses,24.39,24.39,24.39,24.39,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,losses,103.49,103.49,103.49,103.49,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,losses,304.12,304.12,304.12,304.12,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,losses,20.57,20.57,20.57,20.57,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,losses,70.21,70.21,70.21,70.21,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,losses,147.6,147.6,147.6,147.6,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,losses,1424.03,1424.03,1424.03,1424.03,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,Industrial Usage ,1185.1,1185.1,1185.1,1185.1,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,Industrial Usage ,35.52,35.52,35.52,35.52,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,Industrial Usage ,1599.86,1599.86,1599.86,1599.86,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,Industrial Usage ,17.29,17.29,17.29,17.29,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,Industrial Usage ,398.83,398.83,398.83,398.83,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,Industrial Usage ,3236.62,3236.62,3236.62,3236.62,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,Industrial Usage ,2330.27,2330.27,2330.27,2330.27,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,detail position,Industrial Usage ,528.8,528.8,528.8,528.8,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,detail position,Industrial Usage ,731.98,731.98,731.98,731.98,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,detail position,Industrial Usage ,29.06,29.06,29.06,29.06,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,detail position,Industrial Usage ,424.3,424.3,424.3,424.3,1 000 tons,product weight
Vegetable products,Grain,corn,2016,2016/17,detail position,Industrial Usage ,429.41,429.41,429.41,429.41,1 000 tons,product weight
Vegetable products,Grain,grain total,2016,2016/17,detail position,Industrial Usage ,4473.82,4473.82,4473.82,4473.82,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,consumption,5295.87,5295.87,5295.87,5295.87,1 000 tons,grain value
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,consumption,1054.64,1054.64,1054.64,1054.64,1 000 tons,grain value
Vegetable products,Grain,rye,2016,2016/17,detail position,consumption,672,672,672,672,1 000 tons,grain value
Vegetable products,Grain,barley,2016,2016/17,detail position,consumption,17.23,17.23,17.23,17.23,1 000 tons,grain value
Vegetable products,Grain,oats,2016,2016/17,detail position,consumption,382.61,382.61,382.61,382.61,1 000 tons,grain value
Vegetable products,Grain,triticale,2016,2016/17,detail position,consumption,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2016,2016/17,detail position,consumption,315.69,315.69,315.69,315.69,1 000 tons,grain value
Vegetable products,Grain,grain total,2016,2016/17,detail position,consumption,7757.38,7757.38,7757.38,7757.38,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,consumption in kg per capita,64.18,64.18,64.18,64.18,kilogram,grain value
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,consumption in kg per capita,12.78,12.78,12.78,12.78,kilogram,grain value
Vegetable products,Grain,rye,2016,2016/17,detail position,consumption in kg per capita,8.14,8.14,8.14,8.14,kilogram,grain value
Vegetable products,Grain,barley,2016,2016/17,detail position,consumption in kg per capita,0.21,0.21,0.21,0.21,1 000 tons,grain value
Vegetable products,Grain,oats,2016,2016/17,detail position,consumption in kg per capita,4.64,4.64,4.64,4.64,1 000 tons,grain value
Vegetable products,Grain,triticale,2016,2016/17,detail position,consumption in kg per capita,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2016,2016/17,detail position,consumption in kg per capita,3.83,3.83,3.83,3.83,kilogram,grain value
Vegetable products,Grain,grain total,2016,2016/17,detail position,consumption in kg per capita,94,94,94,94,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2016,2016/17,detail position,food consumption % yield,81.5,81.5,81.5,81.5,%,
Vegetable products,Grain,durum wheat,2016,2016/17,detail position,food consumption % yield,75.73,75.73,75.73,75.73,%,
Vegetable products,Grain,rye,2016,2016/17,detail position,food consumption % yield,88.57,88.57,88.57,88.57,%,
Vegetable products,Grain,barley,2016,2016/17,detail position,food consumption % yield,65.4,65.4,65.4,65.4,%,
Vegetable products,Grain,oats,2016,2016/17,detail position,food consumption % yield,66.5,66.5,66.5,66.5,%,
Vegetable products,Grain,triticale,2016,2016/17,detail position,food consumption % yield,0,0,0,0,%,
Vegetable products,Grain,corn,2016,2016/17,detail position,food consumption % yield,79,79,79,79,%,
Vegetable products,Grain,grain total,2016,2016/17,detail position,food consumption % yield,80.44,80.44,80.44,80.44,%,
Vegetable products,Grain,soft wheat,2016,2016/17,consumption,consumption,4315.94,4315.94,4315.94,4315.94,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2016,2016/17,consumption,consumption,798.68,798.68,798.68,798.68,1 000 tons,product weight
Vegetable products,Grain,rye,2016,2016/17,consumption,consumption,595.17,595.17,595.17,595.17,1 000 tons,product weight
Vegetable products,Grain,barley,2016,2016/17,consumption,consumption,11.27,11.27,11.27,11.27,1 000 tons,product weight
Vegetable products,Grain,oats,2016,2016/17,consumption,consumption,254.43,254.43,254.43,254.43,1 000 tons,product weight
Vegetable products,Grain,triticale,2016,2016/17,consumption,consumption,0,0,0,0,1 000 tons,product weight
